,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,È‡Í ‚‹ŸŸ‘,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·Í ‚‹ŸŸ‘,
,1/4/2024,20,New Jersey,Moledet,Student,2024,Female,Single,Oleh,11/21/2023,LY08,
,1/4/2024,26,Georgia,Jerusalem,Student,2024,Female,Single,Oleh,9/7/2023,LY08,
,1/4/2024,23,New York,Tel Aviv-Yafo,Engineer - Biomedical,2024,Female,Single,Oleh,7/3/2023,LY08,
,1/4/2024,22,Maryland,Jerusalem,Student,2024,Female,Divorced,Oleh,11/29/2023,LY08,
,1/4/2024,26,Texas,Zichron Yaacov,Waiter,2024,Male,Divorced,Oleh,11/14/2023,LY08,
,1/4/2024,19,Georgia,Moledet,Unemployed,2024,Male,Single,Oleh,11/30/2023,LY08,
,1/4/2024,19,Nebraska,Jerusalem,Army,2024,Male,Single,Oleh,10/26/2023,LY08,
,1/4/2024,22,Texas,Moledet,Student,2024,Male,Single,Katin Chozer,12/12/2023,LY08,
,1/7/2024,48,Ontario,Tel Aviv-Yafo,Lawyer,2024,Male,Single,Ezrach Oleh,12/9/2020,,
,1/7/2024,72,British Columbia,Ashdod,Engineer - Civil,2024,Male,Married,Oleh,1/17/2023,LY612,
,1/7/2024,73,British Columbia,Ashdod,Accountant,2024,Female,Married,Oleh,1/17/2023,LY612,
,1/8/2024,27,Florida,Eilat,Engineer - Civil,2024,Male,Single,,,,
,1/8/2024,47,,Tel Aviv-Yafo,Research,2024,Male,Single,Oleh,7/18/2023,LY16,
,1/8/2024,19,Pennsylvania,Moledet,Waiter,2024,Female,Single,Ezrach Oleh,12/14/2023,LY04,
,1/8/2024,29,Ohio,Jerusalem,Nurse Practitioner,2024,Female,Single,,,,
,1/9/2024,55,New Jersey,Ashkelon,Dentist,2024,Male,Married,Oleh,8/4/2022,LY10,
,1/9/2024,55,New Jersey,Ashkelon,Speech Therapist/Pathologist,2024,Female,Married,Oleh,8/4/2022,LY10,
,1/9/2024,73,,Giv'atayim,Management Consultant,2024,Female,Widowed,Oleh,5/23/2023,LY10,
,1/9/2024,40,Ontario,Modi'in-Maccabim-Re'ut,Physician,2024,Female,Single,Katin Chozer,3/19/2023,LY10,
,1/9/2024,19,,Kokhav Ya'akov,Student,2024,Male,Single,,,,
,1/9/2024,18,Ohio,Moledet,Food Services,2024,Male,Single,Oleh,11/14/2023,LY10,
,1/9/2024,19,Colorado,Nordia,Student,2024,Female,Single,Ezrach Oleh,12/5/2023,LY10,
,1/9/2024,53,,Emek Refaim,,2024,Female,Divorced,,,,
,1/9/2024,21,New Jersey,Jerusalem,Sherut Leumi,2024,Female,Single,Katin Chozer,12/5/2023,LY10,
,1/10/2024,43,Florida,Netanya,Homemaker,2024,Female,Married,,6/22/2023,,
,1/10/2024,26,Florida,Jerusalem,Engineer - Mechanical,2024,Female,Single,Oleh,9/18/2023,LY18,
,1/10/2024,1,Ontario,Karmiel,,2024,,Child,Oleh,6/27/2023,LY02,
,1/10/2024,10,Ontario,Karmiel,,2024,Male,Child,Oleh,6/27/2023,LY02,
,1/10/2024,38,Ontario,Karmiel,Accountant,2024,Male,Married,Oleh,6/27/2023,LY02,
,1/10/2024,33,Ontario,Karmiel,Customer Success Management,2024,Female,Married,Oleh,6/27/2023,LY02,
,1/10/2024,7,Ontario,Karmiel,,2024,Female,Child,Oleh,6/27/2023,LY02,
,1/10/2024,4,Ontario,Karmiel,,2024,Female,Child,Oleh,6/27/2023,LY02,
,1/10/2024,18,Massachusetts,Moledet,Student,2024,Female,Single,Katin Chozer,12/5/2023,LY16,
,1/11/2024,23,New York,Jerusalem,Emergency Services,2024,Male,Single,,,,
,1/11/2024,23,Massachusetts,Tel Aviv-Yafo,Self Employed/Small Business,2024,Female,Single,,,,
,1/15/2024,29,New Jersey,Netanya,Law,2024,Male,Married,,,,
,1/15/2024,31,Florida,Jerusalem,Lawyer,2024,Male,Married,,,,
,1/15/2024,19,Illinois,Tel Aviv-Yafo,Student,2024,Female,Single,Oleh,9/21/2023,LY26,
,1/15/2024,19,New York,Jerusalem,Student,2024,Male,Single,Ezrach Oleh,11/16/2023,LY26,
,1/15/2024,20,Ontario,Jerusalem,Student,2024,Male,Single,Oleh,11/8/2023,LY26,
,1/15/2024,35,,Modi'in-Maccabim-Re'ut,,2024,Female,Married,,,,
,1/15/2024,13,,Modi'in-Maccabim-Re'ut,,2024,Male,Child,,,,
,1/15/2024,11,,Modi'in-Maccabim-Re'ut,,2024,Male,Child,,,,
,1/15/2024,9,,Modi'in-Maccabim-Re'ut,,2024,Female,Child,,,,
,1/16/2024,14,Georgia,Safed,,2024,Female,Child,,7/9/2019,,
,1/16/2024,40,Georgia,Safed,Social Work,2024,Female,Married,,7/9/2019,,
,1/16/2024,12,Georgia,Safed,,2024,Male,Child,,7/9/2019,,
,1/17/2024,21,New Jersey,Bet Shemesh,Student,2024,Male,Single,,,,
,1/17/2024,21,New Jersey,Bet Shemesh,Student,2024,Male,Single,,,,
,1/17/2024,60,New Jersey,Jerusalem,,2024,Male,Married,Oleh,8/28/2023,,
,1/17/2024,59,New Jersey,Jerusalem,Speech Therapist/Pathologist,2024,Female,Married,Oleh,8/28/2023,,
,1/17/2024,47,New York,Efrat,Academia,2024,Male,Divorced,,7/17/2019,,
,1/17/2024,34,,Tel Aviv,,2024,Male,Single,,,,
,1/17/2024,25,,Jerusalem,,2024,Male,Married,,,,
,1/17/2024,65,Massachusetts,Netanya,Therapy/Counseling,2024,Female,Married,,11/30/2022,LY16,
,1/17/2024,20,,Jerusalem,Student,2024,Female,Single,,,,
,1/17/2024,21,New York,Herzliya,Unemployed,2024,Female,Single,,,,
,1/17/2024,54,,Bet Shemesh,,2024,Female,Married,,,,
,1/17/2024,57,,Bet Shemesh,,2024,Male,Married,,,,
,1/17/2024,21,Ohio,Jerusalem,Student,2024,Male,Single,,,,
,1/17/2024,20,Pennsylvania,Jerusalem,,2024,Female,Single,,,,
,1/17/2024,0,New York,Bet Shemesh,,2024,Female,Child,,,,
,1/17/2024,33,New York,Bet Shemesh,,2024,Male,Married,,,,
,1/17/2024,20,MD,Jerusalem,,2024,Male,Single,,,,
,1/17/2024,73,,Jerusalem,Human Resources/Recruitment,2024,Female,Married,,,,
,1/17/2024,18,,Ma'ale Adumim,Childcare,2024,Male,Single,,,,
,1/17/2024,28,California,Tel Aviv-Yafo,Student,2024,Male,Single,Oleh,10/24/2023,LY06,
,1/17/2024,18,PA,Mazkeret Batya,Student,2024,Male,Single,,,,
,1/17/2024,24,Colorado,Or Akiva,Welder,2024,Male,Single,Oleh,8/17/2023,LY06,
,1/17/2024,29,New York,Tel Aviv-Yafo,Academia,2024,Female,Single,,,,
,1/17/2024,18,,Jerusalem,,2024,Female,Single,,,,
,1/17/2024,32,New York,Tel Aviv-Yafo,Venture Capital,2024,Male,Married,,,,
,1/17/2024,27,Maryland,Jerusalem,,2024,Male,Single,,,,
,1/17/2024,77,Illinois,Jerusalem,Sociology,2024,Male,Divorced,,,,
,1/17/2024,93,New York,Modi'in Ilit,Retirement,2024,Female,Widowed,,,,
,1/17/2024,20,New Jersey,Jerusalem,,2024,Male,Single,,,,
,1/17/2024,23,Tennessee,Jerusalem,Education - Elementary,2024,Female,Single,,,,
,1/17/2024,20,,Hashmona'im,Army,2024,Male,Single,,,,
,1/17/2024,29,,Tel Aviv-Yafo,,2024,Male,Single,,,,
,1/17/2024,31,,Jerusalem,,2024,Male,Married,,,,
,1/17/2024,24,New York,Tel Aviv-Yafo,UX/UI Designer,2024,Male,Single,,,,
,1/17/2024,27,,Jerusalem,,2024,Female,Divorced,,,,
,1/17/2024,27,,Bet Shemesh,,2024,Female,Married,,,,
,1/17/2024,31,Ontario,Tel Aviv-Yafo,,2024,Female,Single,,,,
,1/17/2024,23,,Netanya,Student,2024,Male,Single,,,,
,1/17/2024,24,Texas,Jerusalem,Student,2024,Female,Single,Oleh,12/14/2023,LY18,
,1/17/2024,24,Maryland,Tel Aviv-Yafo,Tourism,2024,Female,Single,,,,
,1/17/2024,38,South Dakota,Tel Aviv-Yafo,Product Development,2024,Male,Single,,,,
,1/17/2024,18,New Jersey,Kiryat Gat,Student,2024,Male,Single,,,,
,1/17/2024,24,Ontario,Tel Aviv-Yafo,Product Development,2024,Male,Single,,,,
,1/17/2024,26,New Jersey,Jerusalem,Social Work,2024,Female,Married,,,,
,1/17/2024,23,Florida,Tel Aviv-Yafo,Marketing - Social Media,2024,Female,Single,,,,
,1/17/2024,24,New Jersey,Jerusalem,,2024,Male,Single,,,,
,1/18/2024,45,,Tel Aviv-Yafo,,2024,Male,Single,,,,
,1/18/2024,81,New York,Jerusalem,Non Profit,2024,Female,Widowed,Oleh,10/30/2023,LY04,
,1/19/2024,24,Ontario,Tel Aviv-Yafo,Entrepreneur,2024,Female,Single,Oleh,8/21/2023,LY16,
,1/22/2024,25,New York,Jerusalem,Art,2024,Female,Single,,,,
,1/23/2024,72,ON,Jerusalem,Rabbinate,2024,Male,Married,Oleh,8/24/2022,LY26,
,1/23/2024,72,ON,Jerusalem,Accountant,2024,Female,Married,Oleh,8/24/2022,LY26,
,1/23/2024,29,,Tel Aviv-Yafo,,2024,Female,Divorced,,,,
,1/24/2024,65,Quebec,ashdod,Accountant,2024,Female,Divorced,Oleh,2/14/2023,LY28,
,1/24/2024,27,New Jersey,Tel Aviv-Yafo,Real Estate,2024,Female,Single,Oleh,11/27/2023,LY28,
,1/24/2024,60,Quebec,Netanya,Nurse,2024,Female,Married,Oleh,6/27/2023,LY28,
,1/24/2024,82,Quebec,Netanya,Engineer - Environmental,2024,Male,Married,Oleh,6/27/2023,LY28,
,1/24/2024,67,New Jersey,Jerusalem,Dentist,2024,Male,Married,Oleh,11/9/2023,LY26,
,1/24/2024,66,New Jersey,Jerusalem,Lawyer,2024,Female,Married,Oleh,11/9/2023,LY26,
,1/24/2024,48,Missouri,Jerusalem,Home Repair/Shiputzim,2024,Male,Divorced,Oleh,12/21/2021,,
,1/24/2024,23,Florida,Jerusalem,,2024,Female,Married,,12/21/2023,,
,1/24/2024,35,New York,Jerusalem,Graphic Designer - Print,2024,Female,Married,,,,
,1/24/2024,14,New York,Jerusalem,,2024,Female,Child,,,,
,1/24/2024,13,New York,Jerusalem,,2024,Male,Child,,,,
,1/24/2024,11,New York,Jerusalem,,2024,Male,Child,,,,
,1/24/2024,10,New York,Jerusalem,,2024,Male,Child,,,,
,1/24/2024,36,New York,Jerusalem,Student,2024,Male,Married,,,,
,1/24/2024,5,New York,Jerusalem,,2024,Male,Child,,,,
,1/24/2024,8,New York,Jerusalem,,2024,Male,Child,,,,
,1/24/2024,34,Virginia,Tel Aviv-Yafo,Data Scientist,2024,Male,Single,Temporary Resident,10/27/2022,,
,1/24/2024,36,New York,Tel Aviv-Yafo,Management,2024,Male,Married,Oleh,12/6/2023,LY28,
,1/24/2024,29,New York,Tel Aviv-Yafo,Student,2024,Female,Married,Oleh,12/6/2023,LY28,
,1/24/2024,75,New York,Kfar Habad,Physician,2024,Male,Divorced,Oleh,3/14/2023,LY28,
,1/24/2024,54,New York,Be'er Sheva,Homemaker,2024,Female,Married,Oleh,5/9/2023,LY28,
,1/24/2024,63,New York,Be'er Sheva,Electrician,2024,Male,Married,Oleh,5/9/2023,LY28,
,1/24/2024,26,Pennsylvania,Rishon LeTsiyon,Non Profit,2024,Female,Single,Oleh,10/24/2023,LY28,
,1/24/2024,70,Maryland,,Physical Therapist,2024,Female,Married,Oleh,11/15/2023,LY28,
,1/24/2024,70,Maryland,,Lawyer,2024,Male,Married,Oleh,11/15/2023,LY28,
,1/24/2024,22,New York,Arad,Academia,2024,Female,Married,,,,
,1/24/2024,33,California,raanana,Social Work,2024,Female,Married,,,,
,1/24/2024,26,Pennsylvania,Rishon LeTsiyon,Unemployed,2024,Male,Single,Ezrach Oleh,4/11/2023,LY28,
,1/24/2024,24,California,Porat,Student,2024,Female,Single,,,,
,1/24/2024,26,Minnesota,Ketura,Finance - Analyst,2024,Male,Single,Katin Chozer,12/5/2023,LY28,
,1/24/2024,32,Florida,Tel Aviv-Yafo,Marketing,2024,Female,Single,,,,
,1/24/2024,22,New York,Jerusalem,Student,2024,Female,Single,,,,
,1/24/2024,19,Ontario,Bet Shemesh,Student,2024,Male,Single,,,,
,1/24/2024,21,Illinois,Jerusalem,Student,2024,Male,Single,,,,
,1/24/2024,20,Florida,Jerusalem,,2024,Female,Single,,,,
,1/24/2024,29,Texas,Jerusalem,Product Manager,2024,Female,Single,Oleh,4/24/2023,LY28,
,1/24/2024,48,Illinois,Ra'anana,Physician,2024,Male,Single,Ezrach Oleh,11/28/2023,LY28,
,1/24/2024,26,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,1/24/2024,25,Pennsylvania,Petah Tikva,Education - Informal,2024,Male,Single,Oleh,9/18/2023,LY28,
,1/24/2024,19,,Alon Shvut,Student,2024,Male,Single,,,,
,1/24/2024,30,,Tel Aviv-Yafo,Business,2024,Male,Single,,,,
,1/24/2024,24,Texas,Tel Aviv-Yafo,Unemployed,2024,Female,Single,,,,
,1/24/2024,25,Ontario,Tel Aviv-Yafo,Student,2024,Female,Single,,,,
,1/24/2024,69,Connecticut,Zikhron Ya'akov,Insurance,2024,Male,Married,Oleh,8/30/2023,LY28,
,1/24/2024,66,Connecticut,Zikhron Ya'akov,Design,2024,Female,Married,Oleh,8/30/2023,LY28,
,1/24/2024,24,Michigan,Yagur,Student,2024,Male,Single,,,,
,1/24/2024,20,Maryland,Yavne,Student,2024,Male,Single,,,,
,1/24/2024,34,New York,Tel Aviv-Yafo,Sales - Hi Tech,2024,Male,Single,,,,
,1/24/2024,71,,Tzur Hadassah,Art,2024,Female,Married,Oleh,6/27/2023,LY28,
,1/24/2024,68,,Tzur Hadassah,Art,2024,Male,Married,Oleh,6/27/2023,LY28,
,1/24/2024,21,Colorado,Herzliya,Student,2024,Female,Single,,,,
,1/24/2024,26,New York,Jerusalem,Other,2024,Female,Single,Oleh,12/13/2023,LY26,
,1/24/2024,22,,Sde Eliyahu,Student,2024,Male,Single,Oleh,11/14/2023,LY28,
,1/24/2024,28,New York,Shoham,Social Work,2024,Female,Single,,,,
,1/24/2024,80,Illinois,Ra'anana,Accountant,2024,Male,Married,,,,
,1/24/2024,52,,Jerusalem,,2024,Male,Married,,,,
,1/24/2024,20,,Jerusalem,,2024,Female,Married,,,,
,1/24/2024,0,,Jerusalem,,2024,Male,Child,,,,
,1/24/2024,32,,Tel Aviv-Yafo,,2024,Male,Single,,,,
,1/24/2024,26,,Harish,Academia,2024,Male,Married,,,,
,1/24/2024,18,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Male,Single,,,,
,1/24/2024,28,,Jerusalem,Design,2024,Male,Single,,,,
,1/24/2024,40,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,1/24/2024,23,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,1/24/2024,23,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,1/24/2024,19,South Carolina,Haifa,Student,2024,Male,Single,,,,
,1/24/2024,20,MD,Jerusalem,,2024,Male,Single,,,,
,1/25/2024,21,Maryland,Bet Shemesh,Student,2024,Male,Single,,,,
,1/29/2024,69,Pennsylvania,Hadera,Education - Tutor,2024,Female,Single,Oleh,10/17/2023,LY26,
,1/29/2024,25,,Jerusalem,Nurse,2024,Female,Single,Oleh,8/1/2023,LY16,
,1/29/2024,76,Michigan,Jerusalem,Physician,2024,Male,Married,Oleh,9/7/2023,LY16,
,1/29/2024,25,Alberta,Jerusalem,Business Analyst,2024,Male,Single,,,,
,1/29/2024,21,,Jerusalem,Art,2024,Female,Single,Oleh,11/20/2023,LY04,
,1/29/2024,22,Ontario,Tel Aviv-Yafo,Student,2024,Female,Single,Katin Chozer,9/28/2023,LY16,
,1/29/2024,21,Ontario,Ma'agan Michael,Student,2024,Female,Single,Katin Chozer,12/14/2023,LY04,
,1/30/2024,35,New York,Tel Aviv-Yafo,Marketing - Hi Tech,2024,Female,Single,Oleh,6/21/2023,LY02,
,1/31/2024,72,Florida,Haifa,Accountant CPA,2024,Female,Married,Oleh,10/2/2023,LY18,
,1/31/2024,69,Florida,Haifa,Medical Devices,2024,Male,Married,Oleh,10/2/2023,LY18,
,2/1/2024,43,California,Jerusalem,Writer,2024,Female,Married,,,,
,2/5/2024,23,Florida,Tirat Carmel,,2024,Female,Separated,,,,
,2/7/2024,70,New York,Jerusalem,Database Administration,2024,Female,Widowed,Oleh,6/1/2023,LY04,
,2/7/2024,73,Washington,Modi'in-Maccabim-Re'ut,Retirement,2024,Male,Married,Oleh,6/6/2023,LY18,
,2/7/2024,74,Washington,Modi'in-Maccabim-Re'ut,Retirement,2024,Female,Married,Oleh,6/6/2023,LY18,
,2/7/2024,25,New York,Tel Aviv-Yafo,Software Engineer,2024,Male,Single,Ezrach Oleh,12/7/2023,LY04,
,2/8/2024,21,California,Haifa,Musician,2024,Male,Single,,3/12/2022,,
,2/8/2024,26,,Jerusalem,,2024,Male,Married,,,,
,2/11/2024,59,Ohio,Jerusalem,Business,2024,Male,Married,,,,
,2/11/2024,28,New York,Bnei Brak,,2024,Male,Married,,,,
,2/11/2024,19,New Jersey,Jerusalem,Student,2024,Male,Single,,,,
,2/12/2024,71,Ontario,Ashdod,Administration,2024,Female,Divorced,Oleh,8/30/2023,LY26,
,2/12/2024,41,California,Jerusalem,Lawyer,2024,Female,Separated,,,,
,2/12/2024,8,California,Jerusalem,,2024,Male,Child,,,,
,2/12/2024,26,,Jerusalem,,2024,Male,Single,,,,
,2/12/2024,69,Ontario,Haifa,Office Manager,2024,Female,Divorced,Oleh,1/17/2023,LY26,
,2/12/2024,60,New Jersey,Modi'in-Maccabim-Re'ut,Physical Therapist,2024,Female,Divorced,Oleh,10/18/2023,LY26,
,2/12/2024,57,Pennsylvania,Modiin Maccabim Reut,CEO,2024,Male,Married,Oleh,,LY26,
,2/12/2024,57,Pennsylvania,Modiin Maccabim Reut,CEO,2024,Female,Married,Oleh,,LY26,
,2/13/2024,73,Florida,Safed,Retirement,2024,Female,Divorced,Oleh,7/10/2023,LY18,
,2/13/2024,70,Florida,Ra'anana,Retirement,2024,Female,Single,Oleh Miyom Shuvo,10/30/2023,LY18,
,2/13/2024,23,Florida,Tel Aviv-Yafo,Student,2024,Female,Single,Oleh,3/30/2023,LY18,
,2/13/2024,20,TX,Jerusalem,Veterinary Assistance,2024,Female,Single,Oleh,11/14/2023,LY18,
,2/13/2024,0,Florida,Jerusalem,,2024,Female,Child,,,,
,2/13/2024,30,Florida,Jerusalem,Occupational Therapist,2024,Female,Married,,,,
,2/13/2024,4,Florida,Jerusalem,,2024,Female,Child,,,,
,2/13/2024,2,Florida,Jerusalem,,2024,Male,Child,,,,
,2/13/2024,60,Florida,Kerem Maharal,Lawyer,2024,Male,Married,Katin Chozer,1/2/2024,LY18,
,2/13/2024,65,Ohio,Netanya,Psychologist - Educational,2024,Female,Widowed,Oleh,10/3/2023,LY4280/LY02,
,2/13/2024,93,Ohio,Netanya,Retirement,2024,Female,Widowed,Oleh,12/5/2023,LY4280/LY02,
,2/14/2024,22,New York,Tel Aviv-Yafo,Unemployed,2024,Female,Single,Ezrach Oleh,11/28/2023,LY26,
,2/14/2024,34,Michigan,beit shemesh,Student,2024,Female,Married,Oleh,11/21/2023,,
,2/14/2024,66,Maryland,Efrat,Sales - Hi Tech,2024,Male,Married,Oleh,3/19/2023,LY26,
,2/14/2024,65,Maryland,Efrat,Dietitian/Nutritionist,2024,Female,Married,Oleh,3/19/2023,LY26,
,2/14/2024,28,New York,Holon,Secretary,2024,Female,Single,Katin Chozer,3/8/2023,LY26,
,2/14/2024,68,New York,Bat Ayin,Social Work,2024,Female,Married,Oleh,8/23/2023,LY26,
,2/14/2024,72,New York,Bat Ayin,Computer Technician,2024,Male,Married,Oleh Miyom Shuvo,8/23/2023,LY26,
,2/14/2024,24,New York,Tel Aviv-Yafo,Marketing,2024,Female,Single,,,,
,2/14/2024,75,,Jerusalem,Retirement,2024,Male,Married,,,,
,2/14/2024,92,New York,Karnei Shomron,Social Work,2024,Female,Widowed,Oleh,11/1/2023,LY26,
,2/14/2024,85,Florida,Jerusalem,Accountant CPA,2024,Male,Widowed,,,,
,2/14/2024,0,,Netanya,,2024,Male,Child,,,,
,2/14/2024,25,,Netanya,,2024,Male,Married,,,,
,2/14/2024,25,,Netanya,,2024,Female,Married,,,,
,2/14/2024,1,,Netanya,,2024,Female,Child,,,,
,2/14/2024,68,Arizona,Jerusalem,Psychologist - Clinical,2024,Male,Married,Oleh,12/22/2022,LY26,
,2/14/2024,68,Arizona,Jerusalem,Homemaker,2024,Female,Married,Oleh,12/22/2022,LY26,
,2/14/2024,25,New York,Jerusalem,Nurse,2024,Female,Single,Oleh,5/31/2023,LY26,
,2/14/2024,38,New York,Netanya,Therapy/Counseling,2024,Male,Married,Ezrach Oleh,9/12/2023,LY26,
,2/14/2024,65,Pennsylvania,Bet Shemesh,Physician,2024,Female,Married,Oleh,11/1/2023,LY26,
,2/14/2024,65,Pennsylvania,Bet Shemesh,Retirement,2024,Male,Married,Oleh,11/1/2023,LY26,
,2/14/2024,79,New York,Bet Shemesh,Retirement,2024,Male,Married,Oleh,5/14/2023,LY26,
,2/14/2024,79,New York,Bet Shemesh,Homemaker,2024,Female,Married,Oleh,5/14/2023,LY26,
,2/14/2024,23,New York,Jerusalem,Student,2024,Female,Single,Oleh,11/16/2023,LY26,
,2/14/2024,22,District of Columbia,Tel Aviv,,2024,Male,Single,,,,
,2/14/2024,22,New York,Jerusalem,Caregiver,2024,Female,Single,Oleh,10/19/2023,LY26,
,2/14/2024,29,Michigan,Jerusalem,Education - Jewish,2024,Female,Single,Oleh,8/15/2023,LY26,
,2/14/2024,35,,Jerusalem,,2024,Male,Single,,,,
,2/14/2024,25,New York,Jerusalem,,2024,Male,Married,,,,
,2/14/2024,20,,Tiberias,,2024,Male,Single,,,,
,2/14/2024,22,,Jerusalem,,2024,Female,Single,,,,
,2/14/2024,47,,Ra'anana,,2024,Female,Married,,,,
,2/14/2024,47,,Ra'anana,,2024,Male,Married,,,,
,2/14/2024,15,,Ra'anana,,2024,Male,Child,,,,
,2/14/2024,26,,Harish,Social Work,2024,Female,Married,,,,
,2/14/2024,18,Florida,Jerusalem,,2024,Female,Single,,,,
,2/14/2024,19,,Jerusalem,,2024,Female,Single,,,,
,2/14/2024,25,Michigan,Be'er Sheva,Student,2024,Female,Single,,,,
,2/14/2024,29,Oregon,Jerusalem,Engineer - General,2024,Male,Single,,,,
,2/14/2024,35,Illinois,Tel Aviv-Yafo,Nurse Practitioner,2024,Female,Divorced,,,,
,2/15/2024,33,California,Tel Aviv-Yafo,Actor,2024,Female,Single,Oleh,6/8/2023,LY06,
,2/15/2024,75,California,Ashdod,Engineer - Mechanical,2024,Male,Married,Oleh,12/6/2023,LY06,
,2/15/2024,34,,Har Adar,Music,2024,Male,Single,Oleh,12/7/2023,LY06,
,2/15/2024,37,California,Tel Aviv-Yafo,Public Health,2024,Female,Single,Oleh,11/22/2023,LY06,
,2/15/2024,34,California,Tel Aviv,Accountant,2024,Male,Single,Katin Chozer,10/23/2023,LY06,
,2/15/2024,23,California,Tel Aviv-Yafo,Music,2024,Male,Single,Oleh,10/30/2023,LY06,
,2/19/2024,43,New York,Tel Aviv-Yafo,Sales,2024,Male,Single,,,,
,2/19/2024,74,Massachusetts,Pardes Hana-Karkur,DevOps,2024,Female,Married,Oleh,1/2/2024,LY16,
,2/19/2024,76,Massachusetts,Pardes Hana-Karkur,Musician,2024,Male,Married,Oleh,1/2/2024,LY16,
,2/20/2024,21,New York,Kefar Sava,Administration,2024,Female,Single,Ezrach Oleh,2/1/2024,LX017/LX254,
,2/20/2024,19,New York,Jerusalem,,2024,Male,Single,,,,
,2/21/2024,1,,Jerusalem,,2024,Male,Child,,,,
,2/21/2024,33,,Jerusalem,Student,2024,Male,Married,,,,
,2/21/2024,7,,Jerusalem,,2024,Male,Child,,,,
,2/21/2024,33,,Jerusalem,Education - Special,2024,Female,Married,,,,
,2/21/2024,3,,Jerusalem,,2024,Female,Child,,,,
,2/21/2024,6,,Jerusalem,,2024,Female,Child,,,,
,2/21/2024,61,New Jersey,Ra'anana,Lawyer,2024,Female,Married,,,,
,2/21/2024,28,New York,Jerusalem,Student,2024,Male,Married,,,,
,2/21/2024,31,New Jersey,Tel Aviv-Yafo,Business,2024,Female,Single,,,,
,2/21/2024,27,Ohio,Kiryat Ono,Non Profit,2024,Male,Single,Oleh,12/26/2023,LY16,
,2/21/2024,42,Quebec,Jerusalem,Midwife,2024,Female,Single,,,,
,2/21/2024,37,Massachusetts,Jerusalem,Physician,2024,Male,Divorced,Oleh,11/17/2023,LY16,
,2/21/2024,25,New York,Be'er Sheva,Student,2024,Male,Single,,5/30/2022,,
,2/21/2024,83,Florida,Bet Shemesh,Education Other,2024,Female,Widowed,,,,
,2/21/2024,24,New Jersey,Jerusalem,Student,2024,Female,Single,,,,
,2/21/2024,21,New York,Ra'anana,Army,2024,Female,Single,,,,
,2/21/2024,21,New Jersey,Tel Aviv-Yafo,Student,2024,Female,Single,,,,
,2/21/2024,26,New York,Jerusalem,Student,2024,Male,Single,,,,
,2/21/2024,25,New York,Jerusalem,Software Engineer,2024,Male,Single,Oleh,3/6/2023,LY10,
,2/21/2024,50,New York,Immanuel,Rabbinate,2024,Male,Separated,,,,
,2/21/2024,21,Pennsylvania,Bet Shemesh,Student,2024,Male,Engaged,,,,
,2/21/2024,21,,Jerusalem,,2024,Male,Single,,,,
,2/21/2024,27,Ontario,Jerusalem,Self Employed/Small Business,2024,Female,Single,,,,
,2/21/2024,17,Texas,Modi'in-Maccabim-Re'ut,,2024,Female,Child,,8/15/2023,,
,2/21/2024,21,,Jerusalem,Student,2024,Female,Single,,,,
,2/21/2024,26,,Haifa,,2024,Female,Single,,,,
,2/21/2024,20,Florida,Jerusalem,Student,2024,Female,Married,,,,
,2/21/2024,23,,Giv'at Shmuel,Student,2024,Female,Single,,,,
,2/21/2024,21,New York,Jerusalem,Education - Informal,2024,Female,Married,,,,
,2/21/2024,38,New York,Jerusalem,Unemployed,2024,Female,Married,,,,
,2/21/2024,16,New York,Jerusalem,,2024,Female,Child,,,,
,2/21/2024,14,New York,Jerusalem,,2024,Male,Child,,,,
,2/21/2024,13,New York,Jerusalem,,2024,Female,Child,,,,
,2/21/2024,9,New York,Jerusalem,,2024,Female,Child,,,,
,2/21/2024,4,New York,Jerusalem,,2024,Female,Child,,,,
,2/21/2024,61,,Jerusalem,,2024,Male,Single,,,,
,2/21/2024,20,New York,Bnei Brak,,2024,Male,Married,,,,
,2/21/2024,27,Maryland,Jerusalem,Student,2024,Female,Married,,,,
,2/21/2024,27,,Jerusalem,Student,2024,Male,Married,,,,
,2/21/2024,24,,Jerusalem,Office Manager,2024,Female,Married,,,,
,2/21/2024,1,,Jerusalem,,2024,Male,Child,,,,
,2/21/2024,18,,jerusalem,,2024,Female,Single,,,,
,2/21/2024,24,,Jerusalem,,2024,Female,Married,,,,
