,,,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·‘,‘ÈÍŸŸ€’Í ”ÍŸÍ,Í’–Ë,
,,,11/16/2023,73,New York,Jerusalem,Retirement,Male,Married,Oleh,3/29/2023,LY02,Chasidish,,
,,,11/16/2023,76,New York,Jerusalem,Sales - Pharma,Female,Divorced,Oleh,9/12/2022,LY02,Chabad,,
,,,11/16/2023,80,FL,Neve Daniel,Retirement,Male,Widowed,,,,Modern Orthodox,,
,,,11/16/2023,25,NJ,Tel Aviv-Yafo,Data Scientist,Male,Married,Ezrach Oleh,9/7/2023,LY02,Modern Orthodox,,
,,,11/16/2023,23,NJ,Tel Aviv-Yafo,Student,Female,Married,Oleh,9/7/2023,LY02,Modern Orthodox,Diploma/GED,
,,,11/16/2023,24,New York,Jerusalem,Entrepreneurship,Male,Single,Ezrach Oleh,3/28/2023,LY12,Modern Orthodox,,
,,,11/16/2023,26,Pennsylvania,Tel Aviv-Yafo,Product Manager,Male,Single,Ezrach Oleh,9/26/2023,LY02,Conservative,,
,,,11/16/2023,71,Michigan,Netanya,Education - Jewish,Female,Widowed,Oleh,8/8/2023,LY02,Conservative,Doctorate Degree,
,,,11/16/2023,26,New York,Jerusalem,Student,Female,Single,Oleh,7/6/2023,LY02,Modern Orthodox,,
,,,11/16/2023,20,New York,Jerusalem,Unemployed,Female,Single,Oleh,8/30/2023,LY02,Modern Orthodox,,
,,,11/16/2023,19,California,Ein HaShofet,Student,Female,Single,Oleh,3/13/2023,LY02,Conservative,Diploma/GED,
,,,11/16/2023,23,New York,Tel Aviv-Yafo,Student,Female,Engaged,Oleh,7/12/2023,LY12,Modern Orthodox,Diploma/GED,
,,,11/16/2023,91,New York,Jerusalem,Retirement,Female,Widowed,Oleh,5/29/2023,LY02,Chabad,,
,,,11/16/2023,24,New York,Tel Aviv-Yafo,,Female,Single,,,,Modern Orthodox,,
,,,11/16/2023,61,British Columbia,Tsfat,Homemaker,Female,Married,Oleh,7/17/2023,LY02,Chabad,,
,,,11/16/2023,26,,Jerusalem,Business,Female,Divorced,Oleh,7/31/2023,LY02,Modern Orthodox,,
,,,11/16/2023,65,New York,Jerusalem,Engineer - Civil,Male,Married,Oleh,8/29/2023,LY02,Orthodox,Other,
,,,11/16/2023,71,New York,Jerusalem,Education - PE Teacher,Female,Married,Oleh,8/29/2023,LY02,Orthodox,MD,
,,,11/16/2023,25,Maryland,Tel Aviv-Yafo,Fitness,Male,Single,Oleh,8/30/2023,LY02,Traditional,,
,,,11/16/2023,2,Connecticut,Giv'at Shmuel,,Male,Child,Ezrah Yelid Hul (katin/minor),10/11/2023,LY02,Masorti,,
,,,11/16/2023,39,Connecticut,Giv'at Shmuel,Social Work,Female,Married,Oleh,10/11/2023,LY02,Masorti,Bachelors Degree,
,,,11/16/2023,1,Connecticut,Giv'at Shmuel,,Male,Child,Ezrah Yelid Hul (katin/minor),10/11/2023,LY02,Masorti,,
,,,11/20/2023,67,FL,Jerusalem,Social Work,Female,Married,Oleh,7/17/2023,LY18,Orthodox,,
,,,11/20/2023,27,New Jersey,Tel Aviv-Yafo,Advertising,Female,Single,,,,Reform,,
,,,11/20/2023,22,New York,Ma'ale Amos,Emergency Services,Female,Single,Oleh,9/14/2023,LY18,Chabad,,
,,,11/20/2023,26,,Jerusalem,,Female,Married,,,,Orthodox,,
,,,11/21/2023,30,New York,Tel Aviv-Yafo,Research,Female,Single,,,,Other,,
,,,11/21/2023,61,FL,Bet Shemesh,IT,Male,Married,,8/15/2023,,Orthodox,Bachelors Degree,
,,,11/22/2023,81,New York,Netanya,Retirement,Male,Married,Oleh,9/26/2023,LY02,Modern Orthodox,Masters Degree,
,,,11/22/2023,77,New York,Netanya,Retirement,Female,Married,Oleh,9/26/2023,LY02,Modern Orthodox,,
,,,11/22/2023,51,Ontario,Bet Shemesh,Management,Male,Married,,,,Orthodox,,
,,,11/22/2023,13,Ontario,Bet Shemesh,,Female,Child,,,,Orthodox,,
,,,11/22/2023,11,Ontario,Bet Shemesh,,Male,Child,,,,Orthodox,,
,,,11/22/2023,6,Ontario,Bet Shemesh,,Male,Child,,,,Orthodox,,
,,,11/22/2023,4,Ontario,Bet Shemesh,,Male,Child,,,,Orthodox,,
,,,11/22/2023,45,PA,Tiberias,Homemaker,Female,Married,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,45,PA,Tiberias,IT Computer Network Support,Male,Married,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,16,PA,Tiberias,,Female,Child,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,14,PA,Tiberias,,Male,Child,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,11,PA,Tiberias,,Female,Child,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,10,PA,Tiberias,,Female,Child,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,7,PA,Tiberias,,Female,Child,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,6,PA,Tiberias,,Male,Child,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,3,PA,Tiberias,,Female,Child,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,1,PA,Tiberias,,Female,Child,Temporary Resident,7/25/2023,,Frum,,
,,,11/22/2023,21,New York,Bet Shemesh,Education - Special,Female,Married,Oleh,10/24/2023,LY10,Frum,Bachelors Degree,
,,,11/22/2023,24,California,Tel Aviv-Yafo,Student,Female,Single,,,,Non-Affiliated,,
,,,11/24/2023,60,California,Herzliya,Business,Male,Divorced,,7/14/2023,,Modern Orthodox,,
,,,11/24/2023,16,California,Herzliya,,Female,Child,,7/14/2023,,Modern Orthodox,,
,,,11/26/2023,62,South Carolina,Herzliya,Operations,Female,Divorced,,,,Modern Orthodox,,
,,,11/26/2023,22,,Zikhron Ya'akov,Student,Male,Single,,,,Orthodox,,
,,,11/26/2023,27,New York,Jerusalem,Education Other,Male,Single,,,,Reform,,
,,,11/26/2023,49,California,Jerusalem,Graphic Designer - Web,Female,Married,,,,Chabad,,
,,,11/26/2023,14,California,Jerusalem,,Female,Child,,,,Chabad,,
,,,11/28/2023,22,Ontario,Jerusalem,Student,Female,Married,,,,Modern Orthodox,,
,,,11/28/2023,24,California,Tel Aviv-Yafo,Software Engineer,Male,Single,Ezrach Oleh,9/21/2023,LY06,Non-Affiliated,Bachelors Degree,
,,,11/28/2023,30,California,Jerusalem,Social Work,Female,Single,Oleh,8/3/2023,LY06,Frum,,
,,,11/28/2023,74,Arizona,,Retirement,Male,Single,Oleh,5/23/2023,LY06,Orthodox,,
,,,11/29/2023,28,New York,Tel Aviv-Yafo,Student,Male,Divorced,Oleh,10/26/2023,LY26,Reform,,
,,,11/29/2023,31,Michigan,Ramat Gan,Psychologist,Male,Single,Oleh,7/3/2023,LY26,Modern Orthodox,,
,,,11/29/2023,58,Pennsylvania,Jerusalem,Academia,Female,Married,Oleh,8/25/2022,LY26,Conservative,,
,,,11/29/2023,0,Pennsylvania,Shilo,,Male,Child,Oleh,8/14/2023,LY26,Chabad,,
,,,11/29/2023,10,Pennsylvania,Shilo,,Female,Child,Oleh,8/14/2023,LY26,Chabad,,
,,,11/29/2023,35,Pennsylvania,Shilo,Occupational Therapist,Female,Married,Ezrach Oleh,8/14/2023,LY26,Chabad,,
,,,11/29/2023,34,Pennsylvania,Shilo,Other,Male,Married,Oleh,8/14/2023,LY26,Chabad,,
,,,11/29/2023,3,Pennsylvania,Shilo,,Male,Child,Oleh,8/14/2023,LY26,Chabad,,
,,,11/29/2023,7,Pennsylvania,Shilo,,Female,Child,Oleh,8/14/2023,LY26,Chabad,,
,,,11/29/2023,33,New York,Jerusalem,,Male,Married,,,,Orthodox,,
,,,11/29/2023,60,New Jersey,Jerusalem,Sales,Male,Married,Oleh,3/14/2023,LY26,Orthodox,,
,,,11/29/2023,58,New Jersey,Jerusalem,Homemaker,Female,Married,Oleh,3/14/2023,LY26,Orthodox,,
,,,11/29/2023,9,,Modi'in Ilit,,Female,Child,,,,Ultra Orthodox,,
,,,11/29/2023,32,,Modi'in Ilit,Unemployed,Female,Married,,,,Ultra Orthodox,,
,,,11/29/2023,33,,Modi'in Ilit,Unemployed,Male,Married,,,,Ultra Orthodox,,
,,,11/29/2023,7,,Modi'in Ilit,,Male,Child,,,,Ultra Orthodox,,
,,,11/29/2023,3,,Modi'in Ilit,,Female,Child,,,,Ultra Orthodox,,
,,,11/29/2023,79,ON,Rehovot,Lawyer,Male,Married,,,,Modern Orthodox,Bachelors Degree,
,,,11/29/2023,65,NJ,Bet Shemesh,Retirement,Male,Married,Oleh,7/5/2023,LY26,Orthodox,Masters Degree,
,,,11/29/2023,61,NJ,Bet Shemesh,Nurse,Female,Married,Oleh,7/5/2023,LY26,Orthodox,,
,,,11/29/2023,27,New York,Jerusalem,Student,Female,Single,Oleh,9/18/2023,LY26,Modern Orthodox,Diploma/GED,
,,,11/29/2023,72,Wisconsin,Afula,Finance - Analyst,Male,Married,Oleh,6/27/2023,LY26,Orthodox,,
,,,11/29/2023,68,Wisconsin,Afula,Homemaker,Female,Married,Oleh,6/27/2023,LY26,Orthodox,,
,,,11/29/2023,76,New York,Kibbutz Hanaton,Retirement,Female,Widowed,Oleh Miyom Shuvo,8/15/2023,LY26,Conservative,Doctorate Degree,
,,,11/29/2023,77,New York,Bet Shemesh,Physician,Male,Divorced,Oleh,11/2/2022,LY26,Orthodox,Bachelors Degree,
,,,11/29/2023,26,,Tel Aviv-Yafo,,Male,Single,,,,Conservative,,
,,,11/29/2023,75,New Jersey,Bet Shemesh,Academia,Female,Married,Oleh,5/16/2023,LY26,Orthodox,Masters Degree,
,,,11/29/2023,79,New Jersey,Bet Shemesh,Academia,Male,Married,Oleh,5/16/2023,LY26,Orthodox,Masters Degree,
,,,11/29/2023,27,,Netanya,Education - English,Female,Single,Ezrach Oleh,8/8/2023,LY26,Modern Orthodox,,
,,,11/29/2023,28,New Jersey,Ramat Gan,Social Work,Female,Single,Oleh,8/17/2023,LY26,Other,Bachelors Degree,
,,,11/29/2023,33,Pennsylvania,Mevaseret Zion,Physician,Male,Single,Oleh,8/7/2023,LY26,Non-Affiliated,Doctorate Degree,
,,,11/29/2023,29,Illinois,Jerusalem,Insurance,Female,Single,Oleh,8/22/2023,LY26,Modern Orthodox,,
,,,11/29/2023,2,Maryland,Jerusalem,,Female,Child,,,,Modern Orthodox,,
,,,11/29/2023,48,Maryland,Jerusalem,Business,Male,Married,,,,Modern Orthodox,,
,,,11/29/2023,88,New York,Jerusalem,Retirement,Female,Married,Oleh,8/31/2023,LY26,Orthodox,Masters Degree,
,,,11/29/2023,91,New York,Jerusalem,Rabbinate,Male,Married,Oleh,8/31/2023,LY26,Orthodox,Phd,
,,,11/29/2023,31,Illinois,Tel Aviv-Yafo,Business,Male,Married,,,,Conservative,,
,,,11/29/2023,37,,Tel Aviv-Yafo,Lawyer,Female,Married,,,,Masorti,JD,
,,,11/29/2023,25,,Jerusalem,,Male,Single,,,,Orthodox,,
,,,11/29/2023,21,Florida,Herzliya,,Female,Married,,,,Modern Orthodox,,
,,,11/29/2023,22,Florida,Herzliya,,Male,Married,,,,Modern Orthodox,,
,,,11/29/2023,71,New Jersey,Haifa,Retirement,Male,Married,,,,Conservative,Masters Degree,
,,,11/30/2023,29,Ontario,Tel Aviv-Yafo,Graphic Designer - Web,Male,Single,Oleh,8/11/2023,LY18,Non-Affiliated,,
,,,12/3/2023,27,Wisconsin,Herzliya,Sales,Male,Single,,,,Reconstructionist,,
,,,12/4/2023,31,California,Rishon LeTsiyon,Management Consultant,Male,Married,Oleh,8/23/2023,AS356/LY16,Other,Masters Degree,
,,,12/4/2023,31,California,Rishon LeTsiyon,Management Consultant,Female,Married,Oleh,8/23/2023,AS356/LY16,Other,Masters Degree,
,,,12/4/2023,22,New York,Giv'at Ze'ev,Unemployed,Male,Single,,,,Modern Orthodox,High School,
,,,12/6/2023,29,,Tel Aviv-Yafo,,Male,Single,,,,Other,,
,,,12/6/2023,19,Pennsylvania,Afula,,Female,Single,,,,Orthodox,,
,,,12/6/2023,24,New York,Herzliya,,Male,Single,,,,Modern Orthodox,Diploma/GED,
,,,12/6/2023,19,New Jersey,Jerusalem,Student,Male,Single,,,,Modern Orthodox,,
,,,12/6/2023,23,,Jerusalem,Social Work,Male,Single,,,,Modern Orthodox,High School,
,,,12/6/2023,22,New York,Bet Shemesh,,Male,Single,,,,Modern Orthodox,High School,
,,,12/6/2023,21,Ohio,Jerusalem,Army,Male,Married,,,,Orthodox,,
,,,12/6/2023,31,,Tel Aviv-Yafo,Business,Male,Married,,,,Liberal,,
,,,12/6/2023,34,,Tel Aviv-Yafo,Education - English,Female,Married,,,,Liberal,,
,,,12/6/2023,19,Colorado,Sde Eliyahu,Student,Male,Single,,,,Modern Orthodox,,
,,,12/6/2023,21,Pennsylvania,Hashmona'im,Real Estate - Property Manager,Male,Single,,,,Orthodox,,
,,,12/6/2023,71,Pennsylvania,Nahariyya,Retirement,Male,Divorced,,,,Orthodox,MD,
,,,12/6/2023,5,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,12/6/2023,2,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,34,,Jerusalem,,Male,Married,,,,Yeshivish,,
,,,12/6/2023,32,,Jerusalem,,Female,Married,,,,Yeshivish,,
,,,12/6/2023,9,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,12/6/2023,6,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,12/6/2023,20,Illinois,Jerusalem,,Female,Single,,,,Frum,,
,,,12/6/2023,18,Florida,Tel Aviv-Yafo,,Male,Single,,,,Conservative,,
,,,12/6/2023,20,,Jerusalem,,Male,Single,,,,Orthodox,,
,,,12/6/2023,36,New Jersey,Ra'anana,Education - Elementary,Female,Married,,,,Modern Orthodox,Bachelors Degree,
,,,12/6/2023,21,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,20,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,12/6/2023,47,,Jerusalem,,Male,Married,,,,Yeshivish,,
,,,12/6/2023,44,,Jerusalem,,Female,Married,,,,Yeshivish,,
,,,12/6/2023,18,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,16,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,12/6/2023,14,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,12,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,10,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,8,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,4,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,2,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,12/6/2023,0,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/6/2023,21,New York,Jerusalem,Student,Male,Single,,,,Orthodox,,
,,,12/6/2023,23,,Ra'anana,,Female,Single,,,,Modern Orthodox,,
,,,12/6/2023,20,Jerusalem District,Bet Shemesh,,Male,Engaged,,,,Chasidish,,
,,,12/6/2023,30,,Jerusalem,,Female,Married,,,,Frum,,
,,,12/6/2023,32,,Jerusalem,,Male,Married,,,,Frum,,
,,,12/6/2023,6,,Jerusalem,,Male,Child,,,,Frum,,
,,,12/6/2023,4,,Jerusalem,,Female,Child,,,,Frum,,
,,,12/6/2023,2,,Jerusalem,,Male,Child,,,,Frum,,
,,,12/6/2023,1,,Jerusalem,,Female,Child,,,,Frum,,
,,,12/7/2023,27,Arizona,Tel Aviv-Yafo,Marketing - Hi Tech,Female,Single,,,,Reform,,
,,,12/7/2023,59,New York,Herzliya,Psychologist - Educational,Female,Married,Ezrach Oleh,12/16/2022,,Conservative,Bachelors Degree,
,,,12/7/2023,76,Manitoba,Modi'in-Maccabim-Re'ut,Retirement,Female,Divorced,Oleh,6/12/2023,LY10,Reform,,
,,,12/7/2023,26,New York,Ofakim,Paramedic,Male,Single,Ezrach Oleh,9/20/2023,LY2372,Yeshivish,,
,,,12/7/2023,18,,Herzliya,,Female,Single,,,,Modern Orthodox,,
,,,12/11/2023,20,Florida,Holon,Advertising,Female,Single,,,,Modern Orthodox,,
,,,12/12/2023,75,New York,Giv'at Ze'ev,Retirement,Female,Widowed,Oleh,3/9/2023,LY08,Non-Affiliated,Masters Degree,
,,,12/12/2023,0,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/12/2023,2,,Jerusalem,,Male,Child,,,,Yeshivish,,
,,,12/12/2023,24,,Jerusalem,,Female,Married,,,,Yeshivish,,
,,,12/12/2023,4,,Jerusalem,,Female,Child,,,,Yeshivish,,
,,,12/12/2023,31,Florida,Ramat Gan,,Male,Single,,8/13/2021,,Reform,,
,,,12/12/2023,32,New York,Jerusalem,Education - Special,Female,Single,Oleh,6/20/2023,LY08,Orthodox,,
,,,12/12/2023,63,New York,Jerusalem,Education - Special,Female,Married,Oleh,6/20/2023,LY08,Orthodox,,
,,,12/12/2023,63,New York,Jerusalem,Architecture,Male,Married,Oleh,6/20/2023,LY08,Orthodox,Masters Degree,
,,,12/12/2023,73,New York,Haifa,Rabbinate,Male,Married,Oleh,9/11/2023,LY08,Conservative,Doctorate Degree,
,,,12/12/2023,73,New York,Haifa,Design,Female,Married,Oleh,9/11/2023,LY08,Conservative,,
,,,12/12/2023,20,Georgia,Jerusalem,Administration,Female,Married,Oleh,10/31/2023,LY08,Orthodox,,
,,,12/12/2023,77,New York,Jerusalem,Administration,Male,Married,Oleh,8/4/2022,LY08,Frum,Bachelors Degree,
,,,12/12/2023,79,New York,Jerusalem,Education - High School,Female,Married,Oleh,8/4/2022,LY08,Frum,Bachelors Degree,
,,,12/12/2023,43,,Jerusalem,Education - Early Childhood,Female,Single,Oleh,8/10/2023,LY08,Modern Orthodox,Bachelors Degree,
,,,12/12/2023,36,Illinois,Jerusalem,Nurse,Female,Single,,,,Modern Orthodox,Masters Degree,
,,,12/12/2023,21,Texas,Ashdod,Secretary,Female,Married,Oleh,9/7/2023,LY08,Orthodox,Diploma/GED,
,,,12/12/2023,22,Maryland,Sde Eliyahu,Student,Male,Single,Oleh,7/26/2023,LY08,Modern Orthodox,,
,,,12/12/2023,28,New Jersey,Tel Aviv-Yafo,Art,Female,Single,Oleh,9/27/2023,LY08,Modern Orthodox,,
,,,12/12/2023,74,New York,Bet Shemesh,Medical Secretary,Female,Widowed,Oleh,7/23/2023,LY08,Orthodox,,
,,,12/12/2023,72,New York,Efrat,Finance - Advisor,Female,Divorced,Oleh,9/6/2023,LY08,Modern Orthodox,,
,,,12/12/2023,21,,Jerusalem,Student,Male,Single,,,,Orthodox,,
,,,12/12/2023,41,Ontario,Bet Shemesh,Clerk,Male,Single,Oleh,7/11/2023,LY08,Orthodox,Bachelors Degree,
,,,12/12/2023,42,British Columbia,Jerusalem,Business,Female,Separated,Oleh,8/25/2023,LY08,Chabad,,
,,,12/12/2023,11,British Columbia,Jerusalem,,Female,Child,Oleh,8/25/2023,LY08,Chabad,,
,,,12/12/2023,9,British Columbia,Jerusalem,,Male,Child,Oleh,8/25/2023,LY08,Chabad,,
,,,12/12/2023,42,British Columbia,Jerusalem,Business,Male,Engaged,Oleh,8/25/2023,LY08,Chabad,,
,,,12/12/2023,22,Connecticut,Sde Eliyahu,,Male,Single,Oleh,9/28/2023,LY08,Other,,
,,,12/12/2023,28,Quebec,Herzliya,Project Manager,Female,Single,Katin Chozer,9/28/2023,LY08,Traditional,,
,,,12/12/2023,0,,Jerusalem,,Male,Child,,,,Frum,,
,,,12/13/2023,21,Nevada,Shoham,Librarian/Library Science,Female,Single,Ezrach Oleh,6/20/2023,LY06,Masorti,,
,,,12/13/2023,76,California,Netanya,Academia,Male,Married,Oleh,11/7/2022,LY06,Frum,,
,,,12/13/2023,74,California,Netanya,Real Estate Agent,Female,Married,Oleh,11/7/2022,LY06,Frum,,
,,,12/13/2023,66,Oregon,Mitzpe Netofa,Lawyer,Male,Divorced,Oleh,10/31/2023,LY06,Non-Affiliated,Bachelors Degree,
,,,12/13/2023,7,California,Giv'at Shmuel,,Male,Child,Ezrah Yelid Hul (katin/minor),7/5/2023,LY06,Modern Orthodox,,
,,,12/13/2023,7,California,Giv'at Shmuel,,Male,Child,Ezrah Yelid Hul (katin/minor),7/5/2023,LY06,Modern Orthodox,,
,,,12/13/2023,31,California,Giv'at Shmuel,Secretary,Female,Married,Oleh,7/5/2023,LY06,Modern Orthodox,,
,,,12/13/2023,59,California,Giv'at Shmuel,Business,Male,Married,Katin Chozer,7/5/2023,LY06,Modern Orthodox,,
,,,12/13/2023,9,California,Giv'at Shmuel,,Female,Child,Ezrah Yelid Hul (katin/minor),7/5/2023,LY06,Modern Orthodox,,
,,,12/13/2023,30,California,Tel Aviv-Yafo,Product Manager,Female,Single,Ezrach Oleh,11/13/2023,LY06,Reform,,
,,,12/13/2023,28,New Jersey,Jerusalem,Student,Male,Married,,,,Orthodox,Bachelors Degree,
,,,12/14/2023,60,Florida,Jerusalem,Non Profit,Male,Married,Oleh,11/16/2023,LY18,Frum,Bachelors Degree,
,,,12/14/2023,56,Florida,Jerusalem,Accountant,Female,Married,Oleh,11/16/2023,LY18,Frum,,
,,,12/14/2023,30,Minnesota,Tel Aviv-Yafo,Education - English,Female,Single,Oleh,1/17/2023,LY18,Chabad,Bachelors Degree,
,,,12/14/2023,86,New York,Modi'in-Maccabim-Re'ut,Retirement,Female,Widowed,Oleh,1/11/2023,LY28,Reform,,
,,,12/14/2023,95,Florida,Ra'anana,Retirement,Male,Widowed,Oleh,8/10/2023,LY18,Modern Orthodox,,
,,,12/17/2023,21,New Jersey,Herzliya,,Male,Single,,,,Modern Orthodox,High School,
,,,12/17/2023,19,,Ra'anana,,Female,Single,,,,Modern Orthodox,,
,,,12/17/2023,22,Kansas,Jerusalem,Student,Male,Single,,,,Orthodox,,
,,,12/17/2023,49,,Jerusalem,,Male,Married,,,,Orthodox,,
,,,12/17/2023,24,,Jerusalem,,Female,Married,,,,Chasidish,,
,,,12/17/2023,1,,Jerusalem,,Male,Child,,,,Chasidish,,
,,,12/17/2023,22,NY,Jerusalem,,Male,Single,,,,Chabad,,
,,,12/17/2023,21,,Jerusalem,Education - Elementary,Female,Single,,,,Frum,Other,
,,,12/17/2023,19,,Jerusalem,Student,Female,Single,,,,Frum,,
,,,12/18/2023,20,New York,Bet Shemesh,,Male,Single,,,,Orthodox,,
,,,12/18/2023,61,,Ma'ale Adumim,Professor,Female,Married,Oleh,5/2/2023,LY16,Liberal,,
,,,12/18/2023,18,Ontario,Kokhav Ya'akov,Education - High School,Male,Single,,,,Modern Orthodox,Diploma/GED,
,,,12/18/2023,20,California,Moledet,Law Clerk,Female,Single,Ezrach Oleh,10/11/2023,LY16,Conservative,Diploma/GED,
,,,12/18/2023,26,,Jerusalem,,Female,Married,,,,Frum,,
,,,12/19/2023,1,New York,Jerusalem,,Male,Child,Ezrah Yelid Hul (katin/minor),2/28/2023,LY28,Orthodox,,
,,,12/19/2023,3,New York,Jerusalem,,Male,Child,Ezrah Yelid Hul (katin/minor),2/28/2023,LY28,Orthodox,,
,,,12/19/2023,34,New York,Jerusalem,Web Developer,Female,Married,Oleh,2/28/2023,LY28,Orthodox,Bachelors Degree,
,,,12/19/2023,87,District of Columbia,Moshav Hofit,Telemarketing,Female,Widowed,Oleh,12/22/2022,LY28,Traditional,,
,,,12/19/2023,79,New York,,Retirement,Male,Married,Oleh,6/6/2023,LY28,Modern Orthodox,Masters Degree,
,,,12/19/2023,77,New York,,Education - Special,Female,Married,Oleh,6/6/2023,LY28,Modern Orthodox,Masters Degree,
,,,12/19/2023,40,New Jersey,Jerusalem,Lawyer,Male,Single,Oleh,6/15/2023,LY28,Orthodox,Bachelors Degree,
,,,12/19/2023,72,Virginia,Jerusalem,Retirement,Female,Married,Oleh,5/31/2023,LY28,Other,,
,,,12/19/2023,57,New York,Jerusalem,Programmer - App Developer,Male,Married,Oleh,2/7/2023,LY28,Frum,,
,,,12/19/2023,1,,Kiryat Ye'arim,,Male,Child,,,,Frum,,
,,,12/19/2023,4,,Kiryat Ye'arim,,Male,Child,,,,Frum,,
,,,12/19/2023,6,,Kiryat Ye'arim,,Male,Child,,,,Frum,,
,,,12/19/2023,9,,Kiryat Ye'arim,,Female,Child,,,,Frum,,
,,,12/19/2023,9,,Kiryat Ye'arim,,Female,Child,,,,Frum,,
,,,12/19/2023,9,,Kiryat Ye'arim,,Female,Child,,,,Frum,,
,,,12/19/2023,11,,Kiryat Ye'arim,,Female,Child,,,,Frum,,
,,,12/19/2023,13,,Kiryat Ye'arim,,Male,Child,,,,Frum,,
,,,12/19/2023,14,,Kiryat Ye'arim,,Male,Child,,,,Frum,,
,,,12/19/2023,23,Minnesota,Tel Aviv-Yafo,Student,Male,Single,Katin Chozer,10/10/2023,LY28,Masorti,,
,,,12/19/2023,57,New York,Jerusalem,Translator/Interpreter,Female,Divorced,Oleh,3/28/2023,LY28,Reconstructionist,,
,,,12/19/2023,73,New Jersey,Jerusalem,Physician,Male,Married,Oleh,6/28/2023,LY28,Reform,MD,
,,,12/19/2023,65,New York,Jerusalem,Retirement,Male,Single,Oleh,6/12/2023,LY28,Orthodox,,
,,,12/19/2023,19,British Columbia,Even Yehuda,Student,Female,Single,Ezrach Oleh,8/21/2023,LY28,Conservative,Diploma/GED,
,,,12/19/2023,77,,Kiryat Yam,Training,Female,Married,Oleh,7/24/2023,LY28,Chabad,Other,
,,,12/19/2023,75,,Kiryat Yam,Plumber,Male,Married,Oleh,7/24/2023,LY28,Chabad,,
,,,12/19/2023,69,Pennsylvania,Bet Shemesh,Public Health,Female,Widowed,Oleh,9/5/2023,LY28,Orthodox,,
,,,12/19/2023,60,New York,Jerusalem,Lawyer,Male,Married,Oleh,6/25/2023,LY28,Frum,Other,
,,,12/19/2023,54,New York,Jerusalem,Lawyer,Female,Married,Oleh,6/25/2023,LY28,Frum,Bachelors Degree,
,,,12/19/2023,35,New Jersey,Bet Shemesh,Alternative Therapies,Male,Married,Oleh,9/26/2023,LY28,Frum,Diploma/GED,
,,,12/19/2023,33,New Jersey,Bet Shemesh,Childcare,Female,Married,Katin Chozer,9/26/2023,LY28,Frum,Diploma/GED,
,,,12/19/2023,10,New Jersey,Bet Shemesh,,Female,Child,Ezrah Yelid Hul (katin/minor),9/26/2023,LY28,Frum,,
,,,12/19/2023,9,New Jersey,Bet Shemesh,,Male,Child,Ezrah Yelid Hul (katin/minor),9/26/2023,LY28,Frum,,
,,,12/19/2023,7,New Jersey,Bet Shemesh,,Male,Child,Ezrah Yelid Hul (katin/minor),9/26/2023,LY28,Frum,,
,,,12/19/2023,6,New Jersey,Bet Shemesh,,Male,Child,Ezrah Yelid Hul (katin/minor),9/26/2023,LY28,Frum,,
,,,12/19/2023,4,New Jersey,Bet Shemesh,,Male,Child,Ezrah Yelid Hul (katin/minor),9/26/2023,LY28,Frum,,
,,,12/19/2023,3,New Jersey,Bet Shemesh,,Male,Child,Ezrah Yelid Hul (katin/minor),9/26/2023,LY28,Frum,,
,,,12/19/2023,2,New Jersey,Bet Shemesh,,Male,Child,Ezrah Yelid Hul (katin/minor),9/26/2023,LY28,Frum,,
